id,nombre,sku,tipo,categorias,precio_PEN,precio_regular_PEN,precio_oferta_PEN,en_oferta,tallas,num_variaciones,descripcion,permalink,num_imagenes,imagenes
12494,Shorts Holiday Vainilla,,variable,"Nuevos Ingresos, Shorts",129.00,129.00,129.00,False,"L, M, XL, XXL",4,"Tela Plisada, caída con movimiento
 Corte en A le permite dar vuelo y soltura
 Pretina elástico en la parte de atrás
 Aporta elegancia, versátil para todo look",https://konamoda.pe/product/shorts-holiday-fucsia/,7,https://konamoda.pe/wp-content/uploads/2026/01/SH5.webp | https://konamoda.pe/wp-content/uploads/2026/01/SH11.webp | https://konamoda.pe/wp-content/uploads/2026/01/SHGT.webp | https://konamoda.pe/wp-content/uploads/2026/02/shv.webp | https://konamoda.pe/wp-content/uploads/2026/01/SH9.webp | https://konamoda.pe/wp-content/uploads/2026/01/SH8.webp | https://konamoda.pe/wp-content/uploads/2026/01/SH7.webp
12404,Ropa de baño Bali verde,,variable,"Nuevos Ingresos, Ropa de Baño",329.00,329.00,329.00,False,"L, M, XL, XXL",4,"Licra premium elaborada en Asia
 100% flexibley suave
 costuras fexibles y copas integradas sin varillas
 Entalle da soporte y seguridad",https://konamoda.pe/product/ropa-de-bano-bali-verde/,2,https://konamoda.pe/wp-content/uploads/2025/12/baliv3.webp | https://konamoda.pe/wp-content/uploads/2025/12/baliv2-1.webp
12410,Ropa de baño Bali Roja,,variable,"Nuevos Ingresos, Ropa de Baño",329.00,329.00,329.00,False,"L, M, XL, XXL",4,"Licra premium elaborada en Asia
 100% flexibley suave
 costuras fexibles y copas integradas sin varillas
 Entalle da soporte y seguridad",https://konamoda.pe/product/ropa-de-bano-bali-roja/,1,https://konamoda.pe/wp-content/uploads/2025/12/balir1.webp
12391,Ropa de baño Bali Negra,,variable,"Nuevos Ingresos, Ropa de Baño",329.00,329.00,329.00,False,"L, M, XL, XXL",4,"Licra premium elaborada en Asia
 100% flexibley suave
 costuras fexibles y copas integradas sin varillas
 Entalle da soporte y seguridad",https://konamoda.pe/product/ropa-de-bano-bali-negra/,2,https://konamoda.pe/wp-content/uploads/2025/12/Balin1.webp | https://konamoda.pe/wp-content/uploads/2025/12/Balin2.webp
12385,Set Luz Negro,,variable,"Nuevos Ingresos, Set - Conjuntos",139.00,139.00,139.00,False,"L, M, XL, XXL",4,"-Tela fresca, suave y cómoda. No se arruga
 -Blusa larga, manga corta, con cuello camisero
 -Fit Holgado con buena caída
 -Short pretina ancha y firme",https://konamoda.pe/product/set-luz-negro/,4,https://konamoda.pe/wp-content/uploads/2025/12/setluz5.webp | https://konamoda.pe/wp-content/uploads/2025/12/setluz3.webp | https://konamoda.pe/wp-content/uploads/2025/12/setluz1.webp | https://konamoda.pe/wp-content/uploads/2025/05/LuzTallas.webp
11831,Set Luz Naranja,,variable,"Nuevos Ingresos, Set - Conjuntos",139.00,139.00,139.00,False,"L, M, XL, XXL",4,"-Tela fresca, suave y cómoda. No se arruga
 -Blusa larga, manga corta, con cuello camisero
 -Fit Holgado con buena caída
 -Short pretina ancha y firme",https://konamoda.pe/product/set-luz-naranja/,12,https://konamoda.pe/wp-content/uploads/2025/05/luz7.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz4.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz5.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz6.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz7.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz8.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz10.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz13.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz9.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz16.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz21.webp | https://konamoda.pe/wp-content/uploads/2025/05/LuzTallas.webp
11826,Set  Luz Pistacho,,variable,"Nuevos Ingresos, Set - Conjuntos",139.00,139.00,139.00,False,"L, M, XL, XXL",4,"-Tela fresca, suave y cómoda. No se arruga
 -Blusa larga, manga corta, con cuello camisero
 -Fit Holgado con buena caída
 -Short pretina ancha y firme",https://konamoda.pe/product/set-luz-pistacho/,11,https://konamoda.pe/wp-content/uploads/2025/05/setluzv.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz20.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz17.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz18.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz19.webp | https://konamoda.pe/wp-content/uploads/2025/05/luzv3.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz11.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz14.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz15.webp | https://konamoda.pe/wp-content/uploads/2025/05/luz16.webp | https://konamoda.pe/wp-content/uploads/2025/05/LuzTallas.webp
11793,Shorts Libertad Negro,,variable,"Nuevos Ingresos, Shorts",79.00,79.00,79.00,False,"L, M, S, XL",4,"Pretina estilo »Paper Bag» con elástico premium 
 Fit holgado sin ser demasiado flojo 
 Tela suave para mayor comodidad 
 4 tallas desde la S hasta la XL",https://konamoda.pe/product/shorts-libertad-negro/,5,https://konamoda.pe/wp-content/uploads/2025/03/SL11.webp | https://konamoda.pe/wp-content/uploads/2025/03/SLGTalla.webp | https://konamoda.pe/wp-content/uploads/2025/03/SL13.webp | https://konamoda.pe/wp-content/uploads/2025/03/SL5.webp | https://konamoda.pe/wp-content/uploads/2025/03/SL4.webp
11788,Shorts Libertad Rosa,,variable,"Nuevos Ingresos, Shorts",79.00,79.00,79.00,False,"L, M, S, XL",4,"Pretina estilo »Paper Bag» con elástico premium 
 Fit holgado sin ser demasiado flojo 
 Tela suave para mayor comodidad 
 4 tallas desde la S hasta la XL",https://konamoda.pe/product/shorts-libertad-rosa/,7,https://konamoda.pe/wp-content/uploads/2025/03/SL14.webp | https://konamoda.pe/wp-content/uploads/2025/03/SL9.webp | https://konamoda.pe/wp-content/uploads/2025/03/SL6.webp | https://konamoda.pe/wp-content/uploads/2025/03/SL14.webp | https://konamoda.pe/wp-content/uploads/2025/03/SL19.webp | https://konamoda.pe/wp-content/uploads/2025/03/SL18.webp | https://konamoda.pe/wp-content/uploads/2025/03/SLGTalla.webp
11721,Set Arena Negro,,variable,"Nuevos Ingresos, Ropa de Baño, Set - Conjuntos",139.00,139.00,139.00,False,"L, M, XL, XXL",3,"-Conjunto dos piezas: short y capa
 -Efecto transparente
 -Tela estilo nylon resistente al agua
 -Tela favorece al secado",https://konamoda.pe/product/set-arena-negro/,5,https://konamoda.pe/wp-content/uploads/2025/01/anegro7.webp | https://konamoda.pe/wp-content/uploads/2025/01/arenanegro6.webp | https://konamoda.pe/wp-content/uploads/2025/01/arenanegro4.webp | https://konamoda.pe/wp-content/uploads/2025/01/arenanegro5.webp | https://konamoda.pe/wp-content/uploads/2025/01/arenanegro3.webp
11731,Strapless Waves Lila,,variable,Ropa de Baño,169.00,169.00,169.00,False,"L-XL, S-M",2,"-Ropa de baño dos piezas
 -Licra Stretch, flexible, con diseño de olas
 -Copa Strapless
 -Resistente al cloro",https://konamoda.pe/product/strapless-waves-lila/,7,https://konamoda.pe/wp-content/uploads/2025/01/Bstrap1.webp | https://konamoda.pe/wp-content/uploads/2025/01/bstraplila2.webp | https://konamoda.pe/wp-content/uploads/2025/01/bstraplila3.webp | https://konamoda.pe/wp-content/uploads/2025/01/bgrupal5.webp | https://konamoda.pe/wp-content/uploads/2025/01/bstraplila4.webp | https://konamoda.pe/wp-content/uploads/2025/01/telabikini.webp | https://konamoda.pe/wp-content/uploads/2025/02/strapwavestalla-1.webp
11726,Strapless Waves Negro,,variable,"Nuevos Ingresos, Ropa de Baño",169.00,169.00,169.00,False,"L-XL, S-M",2,"-Ropa de baño dos piezas
 -Licra Stretch, flexible, con diseño de olas
 -Copa Strapless
 -Resistente al cloro
 –",https://konamoda.pe/product/strapless-waves-negro/,7,https://konamoda.pe/wp-content/uploads/2025/01/Bstrap6.webp | https://konamoda.pe/wp-content/uploads/2025/01/bstrap7.webp | https://konamoda.pe/wp-content/uploads/2025/01/Grupal2.webp | https://konamoda.pe/wp-content/uploads/2025/01/arenanegro5.webp | https://konamoda.pe/wp-content/uploads/2025/01/Bstrap2.webp | https://konamoda.pe/wp-content/uploads/2025/01/bgrupal5.webp | https://konamoda.pe/wp-content/uploads/2025/02/strapwavestalla-1.webp
11678,Set Arena Blanco,,variable,"Nuevos Ingresos, Ropa de Baño, Set - Conjuntos",139.00,139.00,139.00,False,"L, M, XL, XXL",4,"-Conjunto dos piezas: short y capa
 -Efecto transparente
 -Tela estilo nylon resistente al agua
 -Tela favorece al secado",https://konamoda.pe/product/set-arena/,7,https://konamoda.pe/wp-content/uploads/2025/01/Sarena5.webp | https://konamoda.pe/wp-content/uploads/2025/01/Sarena2.webp | https://konamoda.pe/wp-content/uploads/2025/01/Sarena7.webp | https://konamoda.pe/wp-content/uploads/2025/01/Sarena9.webp | https://konamoda.pe/wp-content/uploads/2025/01/Sarena8.webp | https://konamoda.pe/wp-content/uploads/2025/01/Sarena1.webp | https://konamoda.pe/wp-content/uploads/2025/01/Sarena3.webp
11668,Bikini Waves Celeste,,variable,"Nuevos Ingresos, Ropa de Baño",169.00,169.00,169.00,False,"L, M, XL, XXL",4,"-Ropa de baño dos piezas
 -Licra Stretch, flexible, con diseño de olas
 -Con reguladores en las tiras
 -Resistente al cloro
 –",https://konamoda.pe/product/bikini-waves-celeste/,10,https://konamoda.pe/wp-content/uploads/2025/01/Bwaves18.webp | https://konamoda.pe/wp-content/uploads/2025/01/Bwaves16.webp | https://konamoda.pe/wp-content/uploads/2025/01/Bwaves23.webp | https://konamoda.pe/wp-content/uploads/2025/01/Bwaves20.webp | https://konamoda.pe/wp-content/uploads/2025/01/Bwaves7.webp | https://konamoda.pe/wp-content/uploads/2025/01/wavestallas.webp | https://konamoda.pe/wp-content/uploads/2025/01/Bwaves15.webp | https://konamoda.pe/wp-content/uploads/2025/01/Bwaves5.webp | https://konamoda.pe/wp-content/uploads/2025/01/Bwaves9.webp | https://konamoda.pe/wp-content/uploads/2025/01/bwaves24.webp
11656,Sombras en Stick en barra,,variable,Sale,27.00,45.00,27.00,True,,3,"-Sombras Studio Look cyzone en dos tonos: dorado, rosa metálico y coral
 -No necesitan aplicador
 -Color intenso ni transfiere
 -Textura cremosa por 12h",https://konamoda.pe/product/sombras-en-stick-en-barra/,4,https://konamoda.pe/wp-content/uploads/2024/12/KS6.png | https://konamoda.pe/wp-content/uploads/2024/12/conjunton3_1.png | https://konamoda.pe/wp-content/uploads/2024/12/B6.png | https://konamoda.pe/wp-content/uploads/2024/12/B14_1.png
11653,Lipstick Mate Hidratante Labial en barra,,variable,Sale,21.00,36.00,21.00,True,,2,"-Labial Studio Look Cyzone
 -Acabado Super Mate
 -larga Duración y máxima fijación
 -Hidratación Extrema",https://konamoda.pe/product/lipstick-mate-hidratante-labial-en-barra/,7,https://konamoda.pe/wp-content/uploads/2024/12/B8.png | https://konamoda.pe/wp-content/uploads/2024/12/B5.png | https://konamoda.pe/wp-content/uploads/2024/12/B7.png | https://konamoda.pe/wp-content/uploads/2024/12/B9.png | https://konamoda.pe/wp-content/uploads/2024/12/B1.png | https://konamoda.pe/wp-content/uploads/2024/12/B10.png | https://konamoda.pe/wp-content/uploads/2024/12/B9_1.png
11631,Blush Stick Rubor en barra,,variable,Sale,53.00,89.00,53.00,True,,2,"-ColorStickPro de Esika en dos Tonos Coral y Rosa
 -12 horas de Duración
 -Textura Ultra Ligera con Vitamina E
 -Facil Difuminación y Glow Natural",https://konamoda.pe/product/blush-stick/,7,https://konamoda.pe/wp-content/uploads/2024/12/B3_1.png | https://konamoda.pe/wp-content/uploads/2024/12/B4.png | https://konamoda.pe/wp-content/uploads/2024/12/B6.png | https://konamoda.pe/wp-content/uploads/2024/12/B13.png | https://konamoda.pe/wp-content/uploads/2024/12/B2.png | https://konamoda.pe/wp-content/uploads/2024/12/KS6.png | https://konamoda.pe/wp-content/uploads/2024/12/B3.png
11425,Cafarena Woolly Fucsia,,variable,Cafarenas,79.00,79.00,79.00,False,"L, M, S, XL",4,"-Tela rib cashmere , textura suave y abrigadora
 -Cuello alto con detalle de ondas en el borde del cuello
 -Manda larga, detalle de ondas final de la manga",https://konamoda.pe/product/cafarena-woolly-fucsia/,7,https://konamoda.pe/wp-content/uploads/2024/09/WoollyFuc5.webp | https://konamoda.pe/wp-content/uploads/2024/09/WoollyFuc8.webp | https://konamoda.pe/wp-content/uploads/2024/09/WoollYFucGrupo1.webp | https://konamoda.pe/wp-content/uploads/2024/09/woollyfuc6.webp | https://konamoda.pe/wp-content/uploads/2024/09/WoollyFucDet1.webp | https://konamoda.pe/wp-content/uploads/2024/09/WoollyF4.webp | https://konamoda.pe/wp-content/uploads/2023/07/guiatallaswoolly.png
11430,Set Majo Celeste,,variable,Set - Conjuntos,149.00,149.00,149.00,False,"L, M, S, XL",4,"-Tela algodón rib chompero
 -Las mangas son estilo murciélago con una abertura en la parte final de la manga y del sweater
 -Pantalón palazo estilo campana
 -Pretina ancha
 -Fit holgado, textura suave y abrigadora",https://konamoda.pe/product/set-majo-celeste/,10,https://konamoda.pe/wp-content/uploads/2024/09/conjuntoc5.webp | https://konamoda.pe/wp-content/uploads/2024/09/conjuntoc1.webp | https://konamoda.pe/wp-content/uploads/2024/09/conjuntonyc3.webp | https://konamoda.pe/wp-content/uploads/2024/09/conjuntoportadaweb.webp | https://konamoda.pe/wp-content/uploads/2024/09/conjuntoc4_1.webp | https://konamoda.pe/wp-content/uploads/2024/09/conjuntoc6.webp | https://konamoda.pe/wp-content/uploads/2024/09/conjuntocyn5.webp | https://konamoda.pe/wp-content/uploads/2024/09/conjuntoc2.webp | https://konamoda.pe/wp-content/uploads/2024/09/setmajoweb2.webp | https://konamoda.pe/wp-content/uploads/2024/09/setmajoweb1.webp
11435,Set Majo Negro,,variable,Set - Conjuntos,149.00,149.00,149.00,False,"L, M, S, XL",4,"-Tela algodón rib chompero
 -Las mangas son estilo murciélago con una abertura en la parte final de la manga y del sweater
 -Pantalón palazo estilo campana
 -Pretina ancha
 -Fit holgado, textura suave y abrigadora",https://konamoda.pe/product/set-majo-negro/,9,https://konamoda.pe/wp-content/uploads/2024/09/conjunton2.webp | https://konamoda.pe/wp-content/uploads/2024/09/conjunton4_1.webp | https://konamoda.pe/wp-content/uploads/2024/09/conjunton6_1.webp | https://konamoda.pe/wp-content/uploads/2024/09/conjunton5.webp | https://konamoda.pe/wp-content/uploads/2024/09/conjunton3_1.webp | https://konamoda.pe/wp-content/uploads/2024/09/conjuntonyc3.webp | https://konamoda.pe/wp-content/uploads/2024/09/conjuntonyc1.webp | https://konamoda.pe/wp-content/uploads/2024/09/setmajoweb2.webp | https://konamoda.pe/wp-content/uploads/2024/09/setmajoweb1.webp
11392,Sweater Gaby Plomo,,variable,Cafarenas,89.00,89.00,89.00,False,"L, M, S, XL",4,"-Sweater con cuello redondo
 -Tela angora, mis de hilos, textura suave y ligeramente abrigadora
 -Manga larga, encarrujadas, estilo princesa, con un detalle de perlas",https://konamoda.pe/product/sweater-perla/,3,https://konamoda.pe/wp-content/uploads/2024/08/sgab10.png | https://konamoda.pe/wp-content/uploads/2024/08/gabytallaweb.png | https://konamoda.pe/wp-content/uploads/2024/08/sgab3.png
11397,Sweater Gaby Rosa,,variable,Cafarenas,89.00,89.00,89.00,False,"L, M, S, XL",4,"-Sweater con cuello redondo
 -Tela angora, mis de hilos, textura suave y ligeramente abrigadora
 -Manga larga, encarrujadas, estilo princesa, con un detalle de perlas",https://konamoda.pe/product/sweater-gaby-rosa/,5,https://konamoda.pe/wp-content/uploads/2024/08/sgab5.png | https://konamoda.pe/wp-content/uploads/2024/08/sgab17.png | https://konamoda.pe/wp-content/uploads/2024/08/sgab4.png | https://konamoda.pe/wp-content/uploads/2024/08/sgab15.png | https://konamoda.pe/wp-content/uploads/2024/08/gabytallaweb.png
11387,Sweater Gaby Negro,,variable,Cafarenas,89.00,89.00,89.00,False,"L, M, S, XL",4,"-Sweater con cuello redondo
 -Tela angora, mis de hilos, textura suave y ligeramente abrigadora
 -Manga larga, encarrujadas, estilo princesa, con un detalle de perlas",https://konamoda.pe/product/sweater-gaby-negro/,4,https://konamoda.pe/wp-content/uploads/2024/08/sgab7.png | https://konamoda.pe/wp-content/uploads/2024/08/sgab9.png | https://konamoda.pe/wp-content/uploads/2024/08/sgab6.png | https://konamoda.pe/wp-content/uploads/2024/08/gabytallaweb.png
11319,Dress Pams Malva,,variable,Vestidos,115.00,115.00,115.00,False,"L, M, S, XL",4,"– Tela lino stretch estampada, suave y fresca
-Manga corta con pliegues y vuelo al final
-Falda de bobos en dos tiempos.",https://konamoda.pe/product/dress-pams-malva/,7,https://konamoda.pe/wp-content/uploads/2024/05/vi13.png | https://konamoda.pe/wp-content/uploads/2024/05/vi14.png | https://konamoda.pe/wp-content/uploads/2024/05/vi12.png | https://konamoda.pe/wp-content/uploads/2024/05/vi16.png | https://konamoda.pe/wp-content/uploads/2024/05/vi16_1.png | https://konamoda.pe/wp-content/uploads/2024/05/vi15.png | https://konamoda.pe/wp-content/uploads/2024/05/tallaspamsdress.png
11314,Dress Pams Verde pastel,,variable,"Nuevos Ingresos, Vestidos",115.00,115.00,115.00,False,"L, M, S, XL",4,"– Tela lino stretch estampada, suave y fresca
-Manga corta con pliegues y vuelo al final
-Falda de bobos en dos tiempos.",https://konamoda.pe/product/dress-pams-verde/,7,https://konamoda.pe/wp-content/uploads/2024/05/v2.png | https://konamoda.pe/wp-content/uploads/2024/05/v4.png | https://konamoda.pe/wp-content/uploads/2024/05/v1.png | https://konamoda.pe/wp-content/uploads/2024/05/v7.png | https://konamoda.pe/wp-content/uploads/2024/05/v10.png | https://konamoda.pe/wp-content/uploads/2024/05/v8-1.png | https://konamoda.pe/wp-content/uploads/2024/05/tallaspamsdress.png
11268,Dress Pams Negro,,variable,"Nuevos Ingresos, Vestidos",115.00,115.00,115.00,False,"L, M, S, XL",4,"– Tela lino stretch estampada, suave y fresca
-Manga corta con pliegues y vuelo al final
-Falda de bobos en dos tiempos.",https://konamoda.pe/product/dress-pams-negro/,7,https://konamoda.pe/wp-content/uploads/2024/05/v13.png | https://konamoda.pe/wp-content/uploads/2024/05/v15.png | https://konamoda.pe/wp-content/uploads/2024/05/v17.png | https://konamoda.pe/wp-content/uploads/2024/05/v18.png | https://konamoda.pe/wp-content/uploads/2024/05/tallaspamsdress.png | https://konamoda.pe/wp-content/uploads/2024/05/v14.png | https://konamoda.pe/wp-content/uploads/2024/05/v12.png
11259,Butterfly Blue Bag,,simple,Carteras,85.00,85.00,85.00,False,,0,"Material cuero PU
 Asa de mano y asa superior
 Accesorio en forma de mariposa",https://konamoda.pe/product/butterfly-blue-bag/,2,https://konamoda.pe/wp-content/uploads/2023/06/BUTTERFLY-BAG-AZUL.webp | https://konamoda.pe/wp-content/uploads/2024/04/Bflybagblue3.png
11239,Cárdigan Ceci Beige,,variable,"Cardigans, Nuevos Ingresos",85.00,85.00,85.00,False,"L, M, S, XL",4,"– Tela rib urban, textura suave y flexible
 – Manga corta con pinzas en las hombros, puños y pretina, da un efecto bombacho
 – Fit con tres botones, hasta la cintura baja",https://konamoda.pe/product/cardigan-ceci-beige/,5,https://konamoda.pe/wp-content/uploads/2024/03/cceci5.png | https://konamoda.pe/wp-content/uploads/2024/03/cceci11.png | https://konamoda.pe/wp-content/uploads/2024/03/cceci10_1.png | https://konamoda.pe/wp-content/uploads/2024/03/cceci9.png | https://konamoda.pe/wp-content/uploads/2024/03/tallasceciweb.png
